OBJECTID,EVENT_UNIQUE_ID,PRIMARY_OFFENCE,OCC_DATE,OCC_YEAR,OCC_MONTH,OCC_DOW,OCC_DAY,OCC_DOY,OCC_HOUR,REPORT_DATE,REPORT_YEAR,REPORT_MONTH,REPORT_DOW,REPORT_DAY,REPORT_DOY,REPORT_HOUR,DIVISION,LOCATION_TYPE,PREMISES_TYPE,BIKE_MAKE,BIKE_MODEL,BIKE_TYPE,BIKE_SPEED,BIKE_COLOUR,BIKE_COST,STATUS,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,LONG_WGS84,LAT_WGS84,x,y
27,GO-20149000374,THEFT UNDER,6/6/2013 5:00:00 AM,2013,June,Thursday,6,157,9,1/11/2014 5:00:00 AM,2014,January,Saturday,11,11,10,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,UK,PARIS,RG,7,BLK,700,STOLEN,164,Wellington Place (164),077,Waterfront Communities-The Island (77),-79.3855491405765,43.6460531851568,-8837158.90672051,5410830.48540655
28,GO-20141330378,THEFT UNDER,1/11/2014 5:00:00 AM,2014,January,Saturday,11,11,23,1/13/2014 5:00:00 AM,2014,January,Monday,13,13,17,D54,"Apartment (Rooming House, Condo)",Apartment,DEVINCI,MOUNTAIN,MT,18,BLURED,900,STOLEN,057,Broadview North (57),057,Broadview North (57),-79.3532935098141,43.6885245915827,-8833568.22630238,5417366.49256113
29,GO-20141333599,THEFT UNDER,1/13/2014 5:00:00 AM,2014,January,Monday,13,13,6,1/13/2014 5:00:00 AM,2014,January,Monday,13,13,6,D11,"Private Property Structure (Pool, Shed, Detached Garage)",Other,KHS,FLITE 300,RC,10,,1100,STOLEN,084,Little Portugal (84),084,Little Portugal (84),-79.4342234219242,43.6463024940364,-8842577.30289616,5410868.83856305
30,GO-20149000401,THEFT UNDER,1/8/2014 5:00:00 AM,2014,January,Wednesday,8,8,17,1/13/2014 5:00:00 AM,2014,January,Monday,13,13,17,D32,"Apartment (Rooming House, Condo)",Apartment,CA,SLICE,RC,20,WHI,2399,STOLEN,153,Avondale (153),051,Willowdale East (51),-79.4039038144616,43.7559307884816,-8839202.13957255,5427749.27149419
31,GO-20149000428,THEFT UNDER,1/14/2014 5:00:00 AM,2014,January,Tuesday,14,14,8,1/14/2014 5:00:00 AM,2014,January,Tuesday,14,14,17,D22,Schools During Supervised Activity,Educational,OT,,RG,3,BLU,600,STOLEN,018,New Toronto (18),018,New Toronto (18),-79.5180320910814,43.5979722992939,-8851906.8412533,5403436.79916538
32,GO-20149000445,THEFT UNDER,1/14/2014 5:00:00 AM,2014,January,Tuesday,14,14,10,1/14/2014 5:00:00 AM,2014,January,Tuesday,14,14,16,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,UK,,RG,10,ONG,2000,STOLEN,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),-79.3823855423882,43.65027638938,-8836806.73649076,5411480.19545299
33,GO-20141351368,THEFT UNDER,1/15/2014 5:00:00 AM,2014,January,Wednesday,15,15,21,1/15/2014 5:00:00 AM,2014,January,Wednesday,15,15,23,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,GIMELLY,,EL,1,RED,750,STOLEN,073,Moss Park (73),073,Moss Park (73),-79.3723764526907,43.6581656972694,-8835692.52979997,5412694.03205088
34,GO-20149000495,THEFT UNDER,1/12/2014 5:00:00 AM,2014,January,Sunday,12,12,10,1/16/2014 5:00:00 AM,2014,January,Thursday,16,16,12,D14,"Apartment (Rooming House, Condo)",Apartment,SC,,MT,21,DBL,300,STOLEN,165,Harbourfront-CityPlace (165),077,Waterfront Communities-The Island (77),-79.3956427347843,43.6400206791244,-8838282.52046487,5409902.50627091
35,GO-20149000553,THEFT UNDER,1/18/2014 5:00:00 AM,2014,January,Saturday,18,18,4,1/18/2014 5:00:00 AM,2014,January,Saturday,18,18,16,D11,"Single Home, House (Attach Garage, Cottage, Mobile)",House,NO,,RG,16,BLU,120,STOLEN,084,Little Portugal (84),084,Little Portugal (84),-79.4342234219242,43.6463024940364,-8842577.30289616,5410868.83856305
36,GO-20141367591,B&E,1/18/2014 5:00:00 AM,2014,January,Saturday,18,18,0,1/18/2014 5:00:00 AM,2014,January,Saturday,18,18,14,D41,"Single Home, House (Attach Garage, Cottage, Mobile)",House,SUPERCYCLE,,MT,15,BLUWHI,150,STOLEN,119,Wexford/Maryvale (119),119,Wexford/Maryvale (119),-79.3036371666015,43.7306821457747,-8828040.50748496,5423858.77874174
37,GO-20149000575,THEFT UNDER,1/9/2014 5:00:00 AM,2014,January,Thursday,9,9,14,1/19/2014 5:00:00 AM,2014,January,Sunday,19,19,14,D11,"Private Property Structure (Pool, Shed, Detached Garage)",Other,GT,AGGRESSOR,MT,21,BLK,350,STOLEN,171,Junction-Wallace Emerson (171),093,Dovercourt-Wallace Emerson-Junction (93),-79.4485364185212,43.6624394188498,-8844170.61843392,5413351.64683716
38,GO-20141383941,THEFT UNDER,1/9/2014 5:00:00 AM,2014,January,Thursday,9,9,13,1/21/2014 5:00:00 AM,2014,January,Tuesday,21,21,11,D14,"Single Home, House (Attach Garage, Cottage, Mobile)",House,KONA,,RG,21,GRN,2000,STOLEN,081,Trinity-Bellwoods (81),081,Trinity-Bellwoods (81),-79.4069828314629,43.651378192884,-8839544.89417713,5411649.70771458
39,GO-20141383464,MISCHIEF UNDER,1/17/2014 5:00:00 AM,2014,January,Friday,17,17,20,1/21/2014 5:00:00 AM,2014,January,Tuesday,21,21,10,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,CCM,,RG,5,BRNWHI,100,STOLEN,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),-79.3920588405605,43.655806195001,-8837883.56320973,5412330.98604624
40,GO-20141391839,POSSESSION PROPERTY OBC UNDER,1/22/2014 5:00:00 AM,2014,January,Wednesday,22,22,19,1/22/2014 5:00:00 AM,2014,January,Wednesday,22,22,19,D43,Convenience Stores,Commercial,SPECIALIZED,S-WORKS TARMAC,RC,14,BLK,3000,UNKNOWN,139,Scarborough Village (139),139,Scarborough Village (139),-79.2189016837165,43.7431770857176,-8818607.79666528,5425783.88407955
41,GO-20141386364,B&E,12/25/2013 5:00:00 AM,2013,December,Wednesday,25,359,0,1/22/2014 5:00:00 AM,2014,January,Wednesday,22,22,16,D13,"Single Home, House (Attach Garage, Cottage, Mobile)",House,SPECIALIZED,,MT,21,RED,500,STOLEN,106,Humewood-Cedarvale (106),106,Humewood-Cedarvale (106),-79.4247582187118,43.6890838963217,-8841523.64131794,5417452.59580116
42,GO-20141386364,B&E,12/25/2013 5:00:00 AM,2013,December,Wednesday,25,359,0,1/22/2014 5:00:00 AM,2014,January,Wednesday,22,22,16,D13,"Single Home, House (Attach Garage, Cottage, Mobile)",House,GIANT,RACER,RC,21,BLK,950,STOLEN,106,Humewood-Cedarvale (106),106,Humewood-Cedarvale (106),-79.4247582187118,43.6890838963217,-8841523.64131794,5417452.59580116
43,GO-20141404003,THEFT UNDER,1/5/2014 5:00:00 AM,2014,January,Sunday,5,5,12,1/24/2014 5:00:00 AM,2014,January,Friday,24,24,18,D51,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,XINGYUE,TDR295,SC,1,BLK,1800,STOLEN,071,Cabbagetown-South St.James Town (71),071,Cabbagetown-South St.James Town (71),-79.3778790513714,43.6652129043166,-8836305.07620738,5413778.4391728
44,GO-20141414982,THEFT OVER,1/25/2014 5:00:00 AM,2014,January,Saturday,25,25,18,1/26/2014 5:00:00 AM,2014,January,Sunday,26,26,18,D51,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,CERVELO,R2.5,RC,18,BLK,10000,STOLEN,166,St Lawrence-East Bayfront-The Islands ,077,Waterfront Communities-The Island (77),-79.3621343568586,43.6501852892888,-8834552.3848886,5411466.17988064
45,GO-20141427259,B&E,1/28/2014 5:00:00 AM,2014,January,Tuesday,28,28,19,1/28/2014 5:00:00 AM,2014,January,Tuesday,28,28,19,D12,"Apartment (Rooming House, Condo)",Apartment,OTHER,,MT,10,BLK,,STOLEN,111,Rockcliffe-Smythe (111),111,Rockcliffe-Smythe (111),-79.4941474021558,43.6725846300648,-8849248.00983607,5414912.91873328
46,GO-20149000818,THEFT UNDER,1/27/2014 5:00:00 AM,2014,January,Monday,27,27,17,1/28/2014 5:00:00 AM,2014,January,Tuesday,28,28,13,D51,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,GT,,RG,10,RED,1100,STOLEN,071,Cabbagetown-South St.James Town (71),071,Cabbagetown-South St.James Town (71),-79.3778790513714,43.6652129043166,-8836305.07620738,5413778.4391728
47,GO-20149000818,THEFT UNDER,1/27/2014 5:00:00 AM,2014,January,Monday,27,27,17,1/28/2014 5:00:00 AM,2014,January,Tuesday,28,28,13,D51,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,TR,,RG,10,WHI,1600,STOLEN,071,Cabbagetown-South St.James Town (71),071,Cabbagetown-South St.James Town (71),-79.3778790513714,43.6652129043166,-8836305.07620738,5413778.4391728
48,GO-20141427708,THEFT UNDER,1/28/2014 5:00:00 AM,2014,January,Tuesday,28,28,21,1/28/2014 5:00:00 AM,2014,January,Tuesday,28,28,21,D53,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,THIN BLUE LINE,DUSTER,RC,18,BLU,1000,STOLEN,174,South Eglinton-Davisville (174),104,Mount Pleasant West (104),-79.3959389510184,43.7047426145588,-8838315.49507915,5419863.53648756
49,GO-20141432628,THEFT UNDER,1/28/2014 5:00:00 AM,2014,January,Tuesday,28,28,15,1/29/2014 5:00:00 AM,2014,January,Wednesday,29,29,21,D53,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,CUSTOM,,OT,0,BLU,,STOLEN,055,Thorncliffe Park (55),055,Thorncliffe Park (55),-79.3605703088432,43.7031688823898,-8834378.27586166,5419621.20360052
50,GO-20149000867,THEFT UNDER,1/29/2014 5:00:00 AM,2014,January,Wednesday,29,29,8,1/30/2014 5:00:00 AM,2014,January,Thursday,30,30,17,D12,"Construction Site (Warehouse, Trailer, Shed)",Commercial,NO,VFR 5,RG,10,BLK,1800,STOLEN,090,Junction Area (90),090,Junction Area (90),-79.4732411159095,43.6720008439581,-8846920.73272417,5414823.07128963
51,GO-20149000905,THEFT UNDER,1/31/2014 5:00:00 AM,2014,January,Friday,31,31,11,2/1/2014 5:00:00 AM,2014,February,Saturday,1,32,0,D13,Ttc Subway Station,Transit,OT,MONT STE-ANNE,MT,18,,,STOLEN,031,Yorkdale-Glen Park (31),031,Yorkdale-Glen Park (31),-79.4378756780549,43.708313258825,-8842983.87017433,5420413.38935233
52,GO-20141455227,THEFT UNDER,2/1/2014 5:00:00 AM,2014,February,Saturday,1,32,15,2/2/2014 5:00:00 AM,2014,February,Sunday,2,33,11,D51,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,OTHER,STINGER,EL,30,WHI,850,STOLEN,073,Moss Park (73),073,Moss Park (73),-79.3691329532559,43.6533743924781,-8835331.46503158,5411956.83033771
53,GO-20149000963,PROPERTY - LOST,2/2/2014 5:00:00 AM,2014,February,Sunday,2,33,1,2/2/2014 5:00:00 AM,2014,February,Sunday,2,33,21,D54,"Apartment (Rooming House, Condo)",Apartment,GT,AVALANCHE,MT,8,GRY,200,UNKNOWN,057,Broadview North (57),057,Broadview North (57),-79.3508621107908,43.6879661924393,-8833297.56420378,5417280.52929023
54,GO-20149000997,THEFT UNDER,1/27/2014 5:00:00 AM,2014,January,Monday,27,27,9,2/4/2014 5:00:00 AM,2014,February,Tuesday,4,35,9,D11,"Single Home, House (Attach Garage, Cottage, Mobile)",House,UK,VIENNA,RG,21,GRY,400,STOLEN,171,Junction-Wallace Emerson (171),093,Dovercourt-Wallace Emerson-Junction (93),-79.4505443175638,43.6610440183119,-8844394.13672817,5413136.92572837
55,GO-20141466776,THEFT UNDER,2/3/2014 5:00:00 AM,2014,February,Monday,3,34,19,2/4/2014 5:00:00 AM,2014,February,Tuesday,4,35,9,D32,"Private Property Structure (Pool, Shed, Detached Garage)",Other,ROCKY MOUNTAIN,TRAILHEAD,MT,21,GRN,1400,STOLEN,039,Bedford Park-Nortown (39),039,Bedford Park-Nortown (39),-79.4287218094322,43.732135363181,-8841964.86613846,5424082.65639838
56,GO-20141472644,THEFT UNDER,2/4/2014 5:00:00 AM,2014,February,Tuesday,4,35,17,2/5/2014 5:00:00 AM,2014,February,Wednesday,5,36,9,D14,"Apartment (Rooming House, Condo)",Apartment,OTHER,2000FS,SC,1,BLU,2000,STOLEN,085,South Parkdale (85),085,South Parkdale (85),-79.436600321132,43.6387314862785,-8842841.89808251,5409704.20206537
57,GO-20141474673,THEFT UNDER,1/31/2014 5:00:00 AM,2014,January,Friday,31,31,15,2/5/2014 5:00:00 AM,2014,February,Wednesday,5,36,15,D12,"Private Property Structure (Pool, Shed, Detached Garage)",Other,SWINN,COMFORT,MT,24,GRN,500,STOLEN,111,Rockcliffe-Smythe (111),111,Rockcliffe-Smythe (111),-79.5028744994994,43.670799332058,-8850219.50583021,5414638.15562515
58,GO-20141475534,THEFT UNDER,2/4/2014 5:00:00 AM,2014,February,Tuesday,4,35,18,2/5/2014 5:00:00 AM,2014,February,Wednesday,5,36,18,D51,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,RAVEN,RAVEN,EL,1,RED,400,STOLEN,071,Cabbagetown-South St.James Town (71),071,Cabbagetown-South St.James Town (71),-79.3778790513714,43.6652129043166,-8836305.07620738,5413778.4391728
59,GO-20141488887,THEFT UNDER,2/7/2014 5:00:00 AM,2014,February,Friday,7,38,17,2/7/2014 5:00:00 AM,2014,February,Friday,7,38,21,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OTHER,,EL,1,BLK,,STOLEN,073,Moss Park (73),073,Moss Park (73),-79.3734416516915,43.6572984964023,-8835811.10721024,5412560.5980591
60,GO-20141492599,THEFT OVER,1/25/2014 5:00:00 AM,2014,January,Saturday,25,25,8,2/8/2014 5:00:00 AM,2014,February,Saturday,8,39,16,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,SCAPIN,FAZER,RC,18,,9423,STOLEN,169,Bay-Cloverhill (169),076,Bay Street Corridor (76),-79.3870670479449,43.6685417079251,-8837327.87935482,5414290.71172785
61,GO-20141499515,THEFT UNDER,2/7/2014 5:00:00 AM,2014,February,Friday,7,38,20,2/9/2014 5:00:00 AM,2014,February,Sunday,9,40,18,D54,"Construction Site (Warehouse, Trailer, Shed)",Commercial,SCOTT,SCALE 35,MT,21,,2500,STOLEN,067,Playter Estates-Danforth (67),067,Playter Estates-Danforth (67),-79.3572130957706,43.6829305667742,-8834004.55262002,5416505.35269268
62,GO-20141499515,THEFT UNDER,2/7/2014 5:00:00 AM,2014,February,Friday,7,38,20,2/9/2014 5:00:00 AM,2014,February,Sunday,9,40,18,D54,"Construction Site (Warehouse, Trailer, Shed)",Commercial,OTHER,WILIER,RC,18,WHI,4000,STOLEN,067,Playter Estates-Danforth (67),067,Playter Estates-Danforth (67),-79.3572130957706,43.6829305667742,-8834004.55262002,5416505.35269268
63,GO-20141508981,THEFT UNDER,2/11/2014 5:00:00 AM,2014,February,Tuesday,11,42,10,2/11/2014 5:00:00 AM,2014,February,Tuesday,11,42,10,D53,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,SPECIALIZED,CRUX ELITE RIOA,RC,22,RED,3300,STOLEN,055,Thorncliffe Park (55),055,Thorncliffe Park (55),-79.3590916079587,43.7128721675715,-8834213.66761931,5421115.47535576
64,GO-20149001208,THEFT UNDER,1/1/2014 5:00:00 AM,2014,January,Wednesday,1,1,18,2/11/2014 5:00:00 AM,2014,February,Tuesday,11,42,18,D52,"Apartment (Rooming House, Condo)",Apartment,OT,UNKNOWN,EL,32,YEL,1750,STOLEN,169,Bay-Cloverhill (169),076,Bay Street Corridor (76),-79.386365245813,43.6624776015813,-8837249.75511355,5413357.52241987
65,GO-20149001221,THEFT UNDER,2/12/2014 5:00:00 AM,2014,February,Wednesday,12,43,9,2/12/2014 5:00:00 AM,2014,February,Wednesday,12,43,17,D13,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,OT,DART LITHIUM,EL,1,BLK,1700,STOLEN,092,Corso Italia-Davenport (92),092,Corso Italia-Davenport (92),-79.4355280223981,43.6786888138344,-8842722.53030385,5415852.43405306
66,GO-20141537073,THEFT UNDER,2/15/2014 5:00:00 AM,2014,February,Saturday,15,46,18,2/15/2014 5:00:00 AM,2014,February,Saturday,15,46,19,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,KHS,URBAN EXPRESS,OT,21,BLKGRY,200,STOLEN,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),-79.4039819320046,43.6471940876252,-8839210.83562853,5411006.00075517
67,GO-20141542732,B&E,2/16/2014 5:00:00 AM,2014,February,Sunday,16,47,19,2/16/2014 5:00:00 AM,2014,February,Sunday,16,47,19,D51,"Single Home, House (Attach Garage, Cottage, Mobile)",House,RALEIGH,NONE,RC,10,BLK,500,STOLEN,071,Cabbagetown-South St.James Town (71),071,Cabbagetown-South St.James Town (71),-79.3656152603307,43.6665298056335,-8834939.87723806,5413981.09497554
68,GO-20141546511,THEFT UNDER,1/17/2014 5:00:00 AM,2014,January,Friday,17,17,6,2/17/2014 5:00:00 AM,2014,February,Monday,17,48,13,D55,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OTHER,1700,SC,10,,,STOLEN,064,Woodbine Corridor (64),064,Woodbine Corridor (64),-79.3202823271071,43.6753296989369,-8829893.43822033,5415335.40963379
69,GO-20149001330,THEFT UNDER,2/16/2014 5:00:00 AM,2014,February,Sunday,16,47,14,2/17/2014 5:00:00 AM,2014,February,Monday,17,48,5,D52,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,DB,,RG,21,DGR,150,STOLEN,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),-79.3837790468618,43.6630379021417,-8836961.86075778,5413443.74155926
70,GO-20141545496,THEFT UNDER,1/15/2014 5:00:00 AM,2014,January,Wednesday,15,15,0,2/17/2014 5:00:00 AM,2014,February,Monday,17,48,10,D55,"Private Property Structure (Pool, Shed, Detached Garage)",Other,MARIN OR MARINO,NOVATO,MT,27,SILBLK,700,STOLEN,070,South Riverdale (70),070,South Riverdale (70),-79.3341607902156,43.6594371291279,-8831438.38165448,5412889.66751297
71,GO-20141545179,THEFT UNDER,2/16/2014 5:00:00 AM,2014,February,Sunday,16,47,20,2/17/2014 5:00:00 AM,2014,February,Monday,17,48,9,D12,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,EMMO,,EL,30,BLK,1500,STOLEN,113,Weston (113),113,Weston (113),-79.5239828465961,43.7038299571942,-8852569.27638106,5419722.99913626
72,GO-20149001341,THEFT UNDER,2/14/2014 5:00:00 AM,2014,February,Friday,14,45,12,2/17/2014 5:00:00 AM,2014,February,Monday,17,48,12,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RA,INTERNATIONAL,MT,18,BLK,100,STOLEN,079,University (79),079,University (79),-79.4099828355837,43.6653904097079,-8839878.85320611,5413805.75500916
73,GO-20141564097,THEFT UNDER,2/20/2014 5:00:00 AM,2014,February,Thursday,20,51,10,2/20/2014 5:00:00 AM,2014,February,Thursday,20,51,10,D41,"Gas Station (Self, Full, Attached Convenience)",Commercial,RALEIGH,,MT,10,RED,,STOLEN,126,Dorset Park (126),126,Dorset Park (126),-79.2749465253184,43.7494527615645,-8824846.67982699,5426750.93405084
74,GO-20149001446,THEFT UNDER,2/19/2014 5:00:00 AM,2014,February,Wednesday,19,50,23,2/20/2014 5:00:00 AM,2014,February,Thursday,20,51,21,D14,"Single Home, House (Attach Garage, Cottage, Mobile)",House,RA,DARK BLUE CHALL,RG,2,BLU,0,STOLEN,081,Trinity-Bellwoods (81),081,Trinity-Bellwoods (81),-79.4069828314629,43.651378192884,-8839544.89417713,5411649.70771458
75,GO-20141590253,THEFT UNDER,2/24/2014 5:00:00 AM,2014,February,Monday,24,55,9,2/24/2014 5:00:00 AM,2014,February,Monday,24,55,15,D23,"Single Home, House (Attach Garage, Cottage, Mobile)",House,E-FADA,,EL,1,BLK,2000,STOLEN,002,Mount Olive-Silverstone-Jamestown (2),002,Mount Olive-Silverstone-Jamestown (2),-79.5870386777795,43.7509834780816,-8859588.61937952,5426986.82503604
76,GO-20141587267,THEFT UNDER,2/23/2014 5:00:00 AM,2014,February,Sunday,23,54,20,2/24/2014 5:00:00 AM,2014,February,Monday,24,55,7,D13,"Single Home, House (Attach Garage, Cottage, Mobile)",House,OTHER,,OT,0,BLU,,STOLEN,108,Briar Hill-Belgravia (108),108,Briar Hill-Belgravia (108),-79.4446670854159,43.6977162638641,-8843739.88614333,5418781.62583567
77,GO-20149001553,THEFT UNDER,1/18/2014 5:00:00 AM,2014,January,Saturday,18,18,0,2/24/2014 5:00:00 AM,2014,February,Monday,24,55,15,D52,"Apartment (Rooming House, Condo)",Apartment,GI,ALIAS,MT,21,BLK,1400,STOLEN,169,Bay-Cloverhill (169),076,Bay Street Corridor (76),-79.3884986468509,43.6674341066959,-8837487.24422652,5414120.25888885
78,GO-20149001570,THEFT UNDER,2/24/2014 5:00:00 AM,2014,February,Monday,24,55,20,2/24/2014 5:00:00 AM,2014,February,Monday,24,55,22,D11,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,SU,,RG,1,,0,STOLEN,088,High Park North (88),088,High Park North (88),-79.4752106258304,43.6611147658827,-8847139.97757448,5413147.81214841
79,GO-20141600543,THEFT UNDER,2/25/2014 5:00:00 AM,2014,February,Tuesday,25,56,8,2/26/2014 5:00:00 AM,2014,February,Wednesday,26,57,9,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,SPECIALIZED,2012 SIRRUS SPO,OT,21,BLK,700,STOLEN,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),-79.3867607489655,43.6702328098251,-8837293.78230611,5414550.96777431
80,GO-20141609988,B&E,11/27/2013 5:00:00 AM,2013,November,Wednesday,27,331,12,2/27/2014 5:00:00 AM,2014,February,Thursday,27,58,18,D14,"Apartment (Rooming House, Condo)",Apartment,GARDIN,,TO,7,RED,250,STOLEN,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),-79.4046775317727,43.6489637896268,-8839288.26946632,5411278.25649386
81,GO-20141620477,B&E,2/23/2014 5:00:00 AM,2014,February,Sunday,23,54,14,3/1/2014 5:00:00 AM,2014,March,Saturday,1,60,16,D11,"Private Property Structure (Pool, Shed, Detached Garage)",Other,MKM,,RC,0,GRYWHI,300,STOLEN,171,Junction-Wallace Emerson (171),093,Dovercourt-Wallace Emerson-Junction (93),-79.443437721197,43.6653683194498,-8843603.03396886,5413802.3554907
82,GO-20141620477,B&E,2/23/2014 5:00:00 AM,2014,February,Sunday,23,54,14,3/1/2014 5:00:00 AM,2014,March,Saturday,1,60,16,D11,"Private Property Structure (Pool, Shed, Detached Garage)",Other,MKM,,RC,0,GRYWHI,1000,STOLEN,171,Junction-Wallace Emerson (171),093,Dovercourt-Wallace Emerson-Junction (93),-79.443437721197,43.6653683194498,-8843603.03396886,5413802.3554907
83,GO-20141620477,B&E,2/23/2014 5:00:00 AM,2014,February,Sunday,23,54,14,3/1/2014 5:00:00 AM,2014,March,Saturday,1,60,16,D11,"Private Property Structure (Pool, Shed, Detached Garage)",Other,SPECIALIZED,ROULUX 2,RG,10,WHI,1850,STOLEN,171,Junction-Wallace Emerson (171),093,Dovercourt-Wallace Emerson-Junction (93),-79.443437721197,43.6653683194498,-8843603.03396886,5413802.3554907
84,GO-20141634799,THEFT UNDER,3/3/2014 5:00:00 AM,2014,March,Monday,3,62,20,3/3/2014 5:00:00 AM,2014,March,Monday,3,62,21,D51,"Other Non Commercial / Corporate Places (Non-Profit, Gov'T, Firehall)",Other,MICGARGI,,OT,1,BLK,1500,STOLEN,072,Regent Park (72),072,Regent Park (72),-79.3569119634984,43.658239197343,-8833971.0306478,5412705.34139579
85,GO-20149001784,THEFT UNDER,3/4/2014 5:00:00 AM,2014,March,Tuesday,4,63,21,3/4/2014 5:00:00 AM,2014,March,Tuesday,4,63,21,D55,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,GI,ESCAPE,MT,16,BLK,800,STOLEN,062,East End-Danforth (62),062,East End-Danforth (62),-79.2980082493702,43.678902331018,-8827413.89919948,5415885.29889675
86,GO-20149001765,THEFT UNDER,3/3/2014 5:00:00 AM,2014,March,Monday,3,62,19,3/4/2014 5:00:00 AM,2014,March,Tuesday,4,63,12,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,NO,,MT,21,RED,80,STOLEN,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),-79.3758612492946,43.6549468940506,-8836080.45551621,5412198.77279375
87,GO-20141650747,THEFT UNDER,3/6/2014 5:00:00 AM,2014,March,Thursday,6,65,9,3/6/2014 5:00:00 AM,2014,March,Thursday,6,65,13,D51,"Open Areas (Lakes, Parks, Rivers)",Outside,EMMO,S6,EL,1,YEL,2000,STOLEN,073,Moss Park (73),073,Moss Park (73),-79.3700991535413,43.6561628952666,-8835439.02203491,5412385.86896232
88,GO-20149001820,THEFT UNDER,3/5/2014 5:00:00 AM,2014,March,Wednesday,5,64,8,3/6/2014 5:00:00 AM,2014,March,Thursday,6,65,10,D52,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,OT,COBRA 18"",BM,1,WHI,350,STOLEN,169,Bay-Cloverhill (169),076,Bay Street Corridor (76),-79.3884986468509,43.6674341066959,-8837487.24422652,5414120.25888885
89,GO-20141649320,THEFT UNDER,3/5/2014 5:00:00 AM,2014,March,Wednesday,5,64,20,3/6/2014 5:00:00 AM,2014,March,Thursday,6,65,9,D51,"Apartment (Rooming House, Condo)",Apartment,EMMA,BIKE,EL,1,BGE,2000,STOLEN,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),-79.3787565471547,43.6543176934214,-8836402.75861527,5412101.96424858
90,GO-20149001820,THEFT UNDER,3/5/2014 5:00:00 AM,2014,March,Wednesday,5,64,8,3/6/2014 5:00:00 AM,2014,March,Thursday,6,65,10,D52,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,OT,P.24,BM,1,BLK,550,STOLEN,169,Bay-Cloverhill (169),076,Bay Street Corridor (76),-79.3884986468509,43.6674341066959,-8837487.24422652,5414120.25888885
91,GO-20149001842,THEFT UNDER,3/5/2014 5:00:00 AM,2014,March,Wednesday,5,64,10,3/7/2014 5:00:00 AM,2014,March,Friday,7,66,13,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,KH,URBAN X,RG,24,BLK,500,STOLEN,073,Moss Park (73),073,Moss Park (73),-79.3694490534279,43.6545223936261,-8835366.65312263,5412133.45932879
92,GO-20141656024,B&E,3/7/2014 5:00:00 AM,2014,March,Friday,7,66,10,3/7/2014 5:00:00 AM,2014,March,Friday,7,66,11,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,CCM,,MT,21,BLKWHI,400,STOLEN,068,North Riverdale (68),068,North Riverdale (68),-79.3420564956245,43.6720902508797,-8832317.32762586,5414836.83139573
